slot_000001 | prov_001 | Allison Hill | Therapy | 2025-09-01 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000649 | prov_087 | Shirley Suarez | Both | 2025-09-10 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000650 | prov_091 | Matthew Mcmillan | Therapy | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000651 | prov_092 | Brian Rodriguez | Psychiatry | 2025-09-10 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000652 | prov_092 | Brian Rodriguez | Psychiatry | 2025-09-10 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000653 | prov_095 | John Whitehead | Both | 2025-09-10 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000654 | prov_095 | John Whitehead | Both | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000655 | prov_097 | Aaron Wise | Therapy | 2025-09-10 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000656 | prov_098 | Deborah Figueroa | Therapy | 2025-09-10 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000657 | prov_099 | Jessica Smith | Both | 2025-09-10 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000658 | prov_100 | Stephen Mckee | Psychiatry | 2025-09-10 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000659 | prov_001 | Allison Hill | Therapy | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000660 | prov_001 | Allison Hill | Therapy | 2025-09-11 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000661 | prov_002 | Noah Rhodes | Therapy | 2025-09-11 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000662 | prov_004 | Daniel Wagner | Both | 2025-09-11 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000663 | prov_004 | Daniel Wagner | Both | 2025-09-11 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000664 | prov_006 | Connie Lawrence | Therapy | 2025-09-11 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000665 | prov_006 | Connie Lawrence | Therapy | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000666 | prov_007 | Abigail Shaffer | Both | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000667 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000668 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000669 | prov_013 | Lisa Hensley | Both | 2025-09-11 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000670 | prov_013 | Lisa Hensley | Both | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000671 | prov_014 | Michele Williams | Psychiatry | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000672 | prov_015 | Dylan Miller | Psychiatry | 2025-09-11 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000673 | prov_015 | Dylan Miller | Psychiatry | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000674 | prov_016 | Brian Ramirez | Therapy | 2025-09-11 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000675 | prov_018 | Derek Zuniga | Therapy | 2025-09-11 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000676 | prov_018 | Derek Zuniga | Therapy | 2025-09-11 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000677 | prov_019 | Lisa Jackson | Therapy | 2025-09-11 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000678 | prov_019 | Lisa Jackson | Therapy | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000679 | prov_021 | Margaret Hawkins DDS | Both | 2025-09-11 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000680 | prov_021 | Margaret Hawkins DDS | Both | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000681 | prov_022 | Patty Perez | Both | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000682 | prov_023 | Ethan Adams | Both | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000683 | prov_027 | Justin Baker | Psychiatry | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000684 | prov_027 | Justin Baker | Psychiatry | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000685 | prov_030 | Anthony Rodriguez | Both | 2025-09-11 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000686 | prov_031 | Rebecca Henderson | Therapy | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000687 | prov_032 | James Ferrell | Therapy | 2025-09-11 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000688 | prov_032 | James Ferrell | Therapy | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000689 | prov_034 | Nathan Maldonado | Therapy | 2025-09-11 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000690 | prov_034 | Nathan Maldonado | Therapy | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000691 | prov_036 | Jeffrey Chavez | Therapy | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000692 | prov_039 | Elizabeth Fowler | Both | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000693 | prov_041 | Paula Moreno | Psychiatry | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000694 | prov_041 | Paula Moreno | Psychiatry | 2025-09-11 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000695 | prov_042 | Fred Smith | Therapy | 2025-09-11 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000696 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000697 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000698 | prov_045 | Angelica Tucker | Psychiatry | 2025-09-11 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000699 | prov_045 | Angelica Tucker | Psychiatry | 2025-09-11 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000700 | prov_046 | Philip Cannon | Psychiatry | 2025-09-11 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000701 | prov_050 | Eric Carney | Therapy | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000702 | prov_050 | Eric Carney | Therapy | 2025-09-11 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000703 | prov_051 | Jessica Holmes | Therapy | 2025-09-11 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000704 | prov_053 | Crystal Robinson | Both | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000705 | prov_054 | Mark Perez | Psychiatry | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000706 | prov_054 | Mark Perez | Psychiatry | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000707 | prov_057 | Timothy Duncan | Psychiatry | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000708 | prov_057 | Timothy Duncan | Psychiatry | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000709 | prov_059 | Brent Jordan | Therapy | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000710 | prov_059 | Brent Jordan | Therapy | 2025-09-11 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000711 | prov_060 | John Daniel | Therapy | 2025-09-11 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000712 | prov_061 | Victoria Garcia | Therapy | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000713 | prov_061 | Victoria Garcia | Therapy | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000714 | prov_064 | Donald Wright | Both | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000715 | prov_065 | Jessica Callahan | Both | 2025-09-11 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000716 | prov_069 | James Brown | Psychiatry | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000717 | prov_069 | James Brown | Psychiatry | 2025-09-11 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000718 | prov_070 | William Baker | Psychiatry | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000719 | prov_072 | Whitney Peters | Psychiatry | 2025-09-11 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000720 | prov_072 | Whitney Peters | Psychiatry | 2025-09-11 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000721 | prov_075 | Amy Silva | Both | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000722 | prov_077 | Angela Lopez | Psychiatry | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000723 | prov_077 | Angela Lopez | Psychiatry | 2025-09-11 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000724 | prov_078 | Megan Young | Therapy | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000725 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000726 | prov_083 | Michael Evans | Psychiatry | 2025-09-11 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000727 | prov_084 | Paul Jones | Therapy | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000728 | prov_087 | Shirley Suarez | Both | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000729 | prov_087 | Shirley Suarez | Both | 2025-09-11 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000730 | prov_093 | Denise Jacobs | Psychiatry | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000731 | prov_093 | Denise Jacobs | Psychiatry | 2025-09-11 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000732 | prov_094 | Christina Walters | Psychiatry | 2025-09-11 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000733 | prov_094 | Christina Walters | Psychiatry | 2025-09-11 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000734 | prov_095 | John Whitehead | Both | 2025-09-11 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000735 | prov_095 | John Whitehead | Both | 2025-09-11 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000736 | prov_096 | Anna Henderson | Psychiatry | 2025-09-11 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000737 | prov_097 | Aaron Wise | Therapy | 2025-09-11 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000738 | prov_097 | Aaron Wise | Therapy | 2025-09-11 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000739 | prov_098 | Deborah Figueroa | Therapy | 2025-09-11 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000740 | prov_100 | Stephen Mckee | Psychiatry | 2025-09-11 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000741 | prov_002 | Noah Rhodes | Therapy | 2025-09-12 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000742 | prov_003 | Angie Henderson | Psychiatry | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000743 | prov_004 | Daniel Wagner | Both | 2025-09-12 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000744 | prov_006 | Connie Lawrence | Therapy | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000745 | prov_006 | Connie Lawrence | Therapy | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000746 | prov_007 | Abigail Shaffer | Both | 2025-09-12 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000747 | prov_007 | Abigail Shaffer | Both | 2025-09-12 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000748 | prov_008 | Gina Moore | Therapy | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000749 | prov_008 | Gina Moore | Therapy | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000750 | prov_009 | Gabrielle Davis | Both | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000751 | prov_010 | Ryan Munoz | Both | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000752 | prov_012 | Jamie Arnold | Psychiatry | 2025-09-12 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000753 | prov_013 | Lisa Hensley | Both | 2025-09-12 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000754 | prov_013 | Lisa Hensley | Both | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000755 | prov_014 | Michele Williams | Psychiatry | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000756 | prov_016 | Brian Ramirez | Therapy | 2025-09-12 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000757 | prov_017 | Holly Wood | Psychiatry | 2025-09-12 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000758 | prov_018 | Derek Zuniga | Therapy | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000759 | prov_018 | Derek Zuniga | Therapy | 2025-09-12 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000760 | prov_019 | Lisa Jackson | Therapy | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000761 | prov_019 | Lisa Jackson | Therapy | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000762 | prov_021 | Margaret Hawkins DDS | Both | 2025-09-12 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000763 | prov_022 | Patty Perez | Both | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000764 | prov_027 | Justin Baker | Psychiatry | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000765 | prov_027 | Justin Baker | Psychiatry | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000766 | prov_032 | James Ferrell | Therapy | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000767 | prov_032 | James Ferrell | Therapy | 2025-09-12 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000768 | prov_034 | Nathan Maldonado | Therapy | 2025-09-12 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000769 | prov_035 | Debra Davidson | Both | 2025-09-12 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000770 | prov_036 | Jeffrey Chavez | Therapy | 2025-09-12 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000771 | prov_036 | Jeffrey Chavez | Therapy | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000772 | prov_038 | Cassandra Gaines | Psychiatry | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000773 | prov_038 | Cassandra Gaines | Psychiatry | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000774 | prov_039 | Elizabeth Fowler | Both | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000775 | prov_039 | Elizabeth Fowler | Both | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000776 | prov_040 | Brittany Farmer | Psychiatry | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000777 | prov_042 | Fred Smith | Therapy | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000778 | prov_043 | Sherry Decker | Psychiatry | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000779 | prov_043 | Sherry Decker | Psychiatry | 2025-09-12 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000780 | prov_044 | Anthony Humphrey | Psychiatry | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000781 | prov_045 | Angelica Tucker | Psychiatry | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000782 | prov_045 | Angelica Tucker | Psychiatry | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000783 | prov_048 | Shane Henderson | Psychiatry | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000784 | prov_049 | Joshua Blair | Both | 2025-09-12 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000785 | prov_050 | Eric Carney | Therapy | 2025-09-12 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000786 | prov_052 | Danny Morgan | Therapy | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000787 | prov_052 | Danny Morgan | Therapy | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000788 | prov_054 | Mark Perez | Psychiatry | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000789 | prov_055 | Shannon Jones | Therapy | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000790 | prov_055 | Shannon Jones | Therapy | 2025-09-12 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000791 | prov_056 | Michael Lewis | Therapy | 2025-09-12 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000792 | prov_056 | Michael Lewis | Therapy | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000793 | prov_058 | Richard Aguirre | Psychiatry | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
slot_000794 | prov_059 | Brent Jordan | Therapy | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000795 | prov_060 | John Daniel | Therapy | 2025-09-12 09:00-09:50 (America/Phoenix) | Telehealth Only: Yes
slot_000796 | prov_060 | John Daniel | Therapy | 2025-09-12 16:00-16:50 (America/Phoenix) | Telehealth Only: Yes
slot_000797 | prov_061 | Victoria Garcia | Therapy | 2025-09-12 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000798 | prov_061 | Victoria Garcia | Therapy | 2025-09-12 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000799 | prov_062 | Gerald Hensley | Psychiatry | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000800 | prov_065 | Jessica Callahan | Both | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000801 | prov_065 | Jessica Callahan | Both | 2025-09-12 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000802 | prov_069 | James Brown | Psychiatry | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000803 | prov_070 | William Baker | Psychiatry | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000804 | prov_071 | Jordan Henderson | Psychiatry | 2025-09-12 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000805 | prov_074 | Lauren Daniels | Psychiatry | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000806 | prov_075 | Amy Silva | Both | 2025-09-12 13:00-13:50 (America/Phoenix) | Telehealth Only: Yes
slot_000807 | prov_076 | Sarah Moore | Therapy | 2025-09-12 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000808 | prov_076 | Sarah Moore | Therapy | 2025-09-12 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000809 | prov_078 | Megan Young | Therapy | 2025-09-12 11:30-12:20 (America/Phoenix) | Telehealth Only: Yes
slot_000810 | prov_078 | Megan Young | Therapy | 2025-09-12 16:30-17:20 (America/Phoenix) | Telehealth Only: Yes
slot_000811 | prov_079 | Steve Sanchez | Therapy | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000812 | prov_080 | Lisa Barnes | Therapy | 2025-09-12 10:30-11:20 (America/Phoenix) | Telehealth Only: Yes
slot_000813 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-12 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000814 | prov_081 | Kelly Donovan | Psychiatry | 2025-09-12 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000815 | prov_086 | Daniel Baker | Therapy | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000816 | prov_086 | Daniel Baker | Therapy | 2025-09-12 14:30-15:20 (America/Phoenix) | Telehealth Only: Yes
slot_000817 | prov_090 | Aimee Montoya | Therapy | 2025-09-12 14:00-14:50 (America/Phoenix) | Telehealth Only: Yes
slot_000818 | prov_091 | Matthew Mcmillan | Therapy | 2025-09-12 09:30-10:20 (America/Phoenix) | Telehealth Only: Yes
slot_000819 | prov_095 | John Whitehead | Both | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000820 | prov_096 | Anna Henderson | Psychiatry | 2025-09-12 15:30-16:20 (America/Phoenix) | Telehealth Only: Yes
slot_000821 | prov_097 | Aaron Wise | Therapy | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000822 | prov_098 | Deborah Figueroa | Therapy | 2025-09-12 13:30-14:20 (America/Phoenix) | Telehealth Only: Yes
slot_000823 | prov_099 | Jessica Smith | Both | 2025-09-12 11:00-11:50 (America/Phoenix) | Telehealth Only: Yes
slot_000824 | prov_099 | Jessica Smith | Both | 2025-09-12 15:00-15:50 (America/Phoenix) | Telehealth Only: Yes
slot_000825 | prov_100 | Stephen Mckee | Psychiatry | 2025-09-12 10:00-10:50 (America/Phoenix) | Telehealth Only: Yes
